State,Rule Type,Action Type,Description,Status,Effective Date,Link Text,URL,Hyperlink,Links,Notes,Entry Last Updated
Connecticut,Binding,Environment,"Adopted EPA's advisory level of 70 ppt in drinking water. That limit applies to five PFAS: PFOA, PFOS, perfluorononanoic acid (PFNA), perfluroheptanoic acid (PFHpA), and perfluorohexane sulfonic acid PFHxS).",In effect,,State Website,https://portal.ct.gov/DPH/Drinking-Water/DWS/Per--and-Polyfluoroalkyl-Substances,State Website,"<a href=""https://portal.ct.gov/DPH/Drinking-Water/DWS/Per--and-Polyfluoroalkyl-Substances"" target=""_blank"" rel=""noopener"">State Website</a>",,5/26/2020
Connecticut,Non-binding guidance,Environment,"Connecticut's Interagency PFAS Task Force drafted a PFAS action plan that lays out strategy to minimize environmental exposure to PFAS, minimize future PFAS releases, and to identify/assess/clean up historical PFAS releases.",Pending,,Action Plan,https://aboutblaw.com/Q1S,Action Plan,"<a href=""https://aboutblaw.com/Q1S"" target=""_blank"" rel=""noopener"">Action Plan</a>",,5/26/2020
Delaware,Legislation,Product,Resolution requests that the Delaware State Fire School develop a program for the disposal of PFAS-containing firefighting foam held by fire companies and departments.,In effect,3/16/2023,Resolution,https://legis.delaware.gov/BillDetail/130092,Resolution,"<a href=""https://legis.delaware.gov/BillDetail/130092"" target=""_blank"" rel=""noopener"">Resolution</a>","HCR 20; Passed both houses of the legislature on March 16, 2023",3/21/2023
Delaware,Legislation,Environment,"Law requires a statewide survey on PFAS in drinking water throughout the state. It also requires the establishment of maximum contaminant levels for specific contaminants found in drinking water, including PFOA and PFOS. ",In effect,10/20/2021,Law,https://legis.delaware.gov/BillDetail?legislationId=48449,Law,"<a href=""https://legis.delaware.gov/BillDetail?legislationId=48449"" target=""_blank"" rel=""noopener"">Law</a>","HB 8; Signed into law on Oct. 20, 2021",2/10/2023
Delaware,Binding,Environment,Proposed rule chance would set maximum contaminant levels (MCLs) for PFOA and PFOS at near-zero levels.,Pending,,Proposed Regulation,https://regulations.delaware.gov/register/august2022/proposed/26%20DE%20Reg%2095%2008-01-22.htm,Proposed Regulation,"<a href=""https://regulations.delaware.gov/register/august2022/proposed/26%20DE%20Reg%2095%2008-01-22.htm"" target=""_blank"" rel=""noopener"">Proposed Regulation</a>","Comments due by Sept. 9, 2022",8/29/2022
Delaware,Non-binding guidance,Environment,Added PFOS and PFOA to the list of hazardous substances under the state's Hazardous Substance Cleanup Act. Presence of the two chemicals individually or combined at 70 ppt could trigger further evaluation.,In effect,7/2/2018,Policy,https://aboutblaw.com/RkR,Policy,"<a href=""https://aboutblaw.com/RkR"" target=""_blank"" rel=""noopener"">Policy</a>",,6/9/2020
Florida,Legislation,Environment,Appropriations act allocates a combined $32.8 million to detect and remediate PFAS in drinking water and wastewater. ,In effect,7/1/2022,Law,http://laws.flrules.org/2022/156,Law,"<a href=""http://laws.flrules.org/2022/156"" target=""_blank"" rel=""noopener"">Law</a>","HB 5001; Signed into law on June 2, 2022",7/12/2022
Florida,Legislation,Environment,Law requires regulators to establish statewide PFAS cleanup target levels if the federal government hasn't finalized PFAS standards by 2025. Requires future PFAS regulations to be approved by the legislature. Suspends statute of limitations for state and local government entities seeking relief if their existing authority is limited by this bill.,In effect,6/20/2022,Law,http://laws.flrules.org/2022/203,Law,"<a href=""http://laws.flrules.org/2022/203"" target=""_blank"" rel=""noopener"">Law</a>","HB 1475 / SB 7012; Signed into law on June 20, 2022",6/22/2022
Florida,Legislation,Environment,Bill would appropriate $1 million in funds for the University of Florida PFAS Contaminated Material Treatment Pilot program.,Pending,,Bill,https://www.flsenate.gov/Session/Bill/2021/2500/ByVersion,Bill,"<a href=""https://www.flsenate.gov/Session/Bill/2021/2500/ByVersion"" target=""_blank"" rel=""noopener"">Bill</a>",SB 2500,5/20/2021
Florida,Legislation,Environment,Bill would appropriate funds for the University of Florida PFAS Contaminated Material Treatment Pilot program.,Pending,,Bill,https://www.flsenate.gov/Session/Bill/2021/3261/ByVersion,Bill,"<a href=""https://www.flsenate.gov/Session/Bill/2021/3261/ByVersion"" target=""_blank"" rel=""noopener"">Bill</a>",HB 3261,2/11/2021
Georgia,Legislation,Product,"Bill would require manufacturers to disclose when restricted substances such as PFAS are in cosmetics. Beginning in 2026, those restricted substances would be banned in cosmetics.",Pending,,Bill,https://www.legis.ga.gov/legislation/64348,Bill,"<a href=""https://www.legis.ga.gov/legislation/64348"" target=""_blank"" rel=""noopener"">Bill</a>",HB 390,2/15/2023
Georgia,Legislation,Product,Bill would prohibit the sale and distribution of feminine hygine products containing PFAS.,Pending,,Bill,https://www.legis.ga.gov/legislation/64042,Bill,"<a href=""https://www.legis.ga.gov/legislation/64042"" target=""_blank"" rel=""noopener"">Bill</a>",HB 257,2/9/2023
Georgia,Legislation,Product,"Ban on intentionally added PFAS substances in Class B firefighting foam used for testing or training purposes except at facilities that have implemented containment, treatment, and disposal measures to prevent uncontrolled environmental releases.",In effect,1/1/2020,Law,https://www.legis.ga.gov/legislation/55386,Law,"<a href=""https://www.legis.ga.gov/legislation/55386"" target=""_blank"" rel=""noopener"">Law</a>",HB 458,2/19/2021
Hawaii,Legislation,Product,Resolution would convene a working group to develop a program to phase out the use of PFAS in the state.,Pending,,Bill,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SCR&billnumber=135&year=2023,Bill,"<a href=""https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SCR&billnumber=135&year=2023"" target=""_blank"" rel=""noopener"">Bill</a>",SCR 135 / SR 217,3/21/2023
Hawaii,Legislation,Environment and Product,"Resolution would urge the U.S. military to reduce the use of products containing PFAS to the extent possible, end the use of PFAS-containing firefighting foam in non-emergency situations, and share information about previous PFAS releases and contaminated sites.",Pending,,Bill,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HR&billnumber=109&year=2023,Bill,"<a href=""https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HR&billnumber=109&year=2023"" target=""_blank"" rel=""noopener"">Bill</a>",HR 109 / HCR 103,3/14/2023
Hawaii,Binding,Environment,The Department of Health updated its interim PFAS Environmental Action Levels (EALs) to reflect new information from federal regulators.,In effect,12/29/2022,Notice,https://health.hawaii.gov/heer/files/2022/12/PFASEALUpdateDec2022.pdf,Notice,"<a href=""https://health.hawaii.gov/heer/files/2022/12/PFASEALUpdateDec2022.pdf"" target=""_blank"" rel=""noopener"">Notice</a>",Additional updates to the EALs are anticipated in 2023,2/14/2023
Hawaii,Legislation,Environment,Bill would establish a water quality task force to address PFAS contamination in the state's drinking water.,Pending,,Bill,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1459&year=2023,Bill,"<a href=""https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1459&year=2023"" target=""_blank"" rel=""noopener"">Bill</a>","SB 1459; Senate Committee on Water and Land recommended the measure be passed with amendments on Feb. 13, 2023",2/14/2023
Hawaii,Legislation,Product,"Bill would ban food packaging, food service ware, cosmetics, and personal care products that contain PFAS.",Pending,,Bill,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=504&year=2023,Bill,"<a href=""https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=504&year=2023"" target=""_blank"" rel=""noopener"">Bill</a>",SB 504 / HB 748,2/2/2023
Hawaii,Legislation,Environment,Bill would in-part establish a community oversight committee to advise on remediation of leaked PFAS-containing firefighting foam at the U.S. Dept. of Defense's Red Hill Bulk Fuel Storage Facility.,Pending,,Bill,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1584&year=2023,Bill,"<a href=""https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1584&year=2023"" target=""_blank"" rel=""noopener"">Bill</a>",SB 1584,2/1/2023
Hawaii,Legislation,Product,"Prohibits the manufacture, distribution, or sale of any food packaging that contains PFAS. Also prohibits class B firefighting foams, with certain exceptions.",In effect,7/1/2022,Law,https://www.capitol.hawaii.gov/measure_indiv.aspx?billtype=HB&billnumber=1644&year=2022,Law,"<a href=""https://www.capitol.hawaii.gov/measure_indiv.aspx?billtype=HB&billnumber=1644&year=2022"" target=""_blank"" rel=""noopener"">Law</a>","H.B. 1644; Although the bill takes effect July 1, 2022, effective dates for restrictions are 1/1/2023 (fire foam manufacturer notice), 7/1/2024 (fire foam ban), and  12/31/2024 (food packaging ban).",7/13/2022
Hawaii,Non-binding guidance,Environment,The Department of Health updated interim soil and groundwater Environmental Action Levels (EALs) for screening of sites contaminated with per- and polyfluoroalkyl substances (PFAS).  The updated EALs replace action levels presented in the December 2020 technical memorandum.,In effect,4/8/2021,State Website,https://health.hawaii.gov/heer/files/2021/04/PFASs20April2021Revision.pdf,State Website,"<a href=""https://health.hawaii.gov/heer/files/2021/04/PFASs20April2021Revision.pdf"" target=""_blank"" rel=""noopener"">State Website</a>",,5/3/2021
Idaho,No action,,,,,,,,"<a href="""" target=""_blank"" rel=""noopener""></a>",,3/19/2020
Illinois,Legislation,Environment,"Bill would require select wastewater treatment plants to report PFAS levels and estimate PFAS dispersion during the treatment process. Bill would also require researchers to study whether other chemicals have a similar environmental impact to PFAS, as well as study financial impact on wastewater treatment plants destroying PFAS. Bill would also empower regulators to set maximum PFAS levels in biosolids or sewage sludge applied to land.",Pending,,Bill,https://www.ilga.gov/legislation/BillStatus.asp?DocNum=3508&GAID=17&DocTypeID=HB&LegId=148675&SessionID=112&GA=103,Bill,"<a href=""https://www.ilga.gov/legislation/BillStatus.asp?DocNum=3508&GAID=17&DocTypeID=HB&LegId=148675&SessionID=112&GA=103"" target=""_blank"" rel=""noopener"">Bill</a>","HB 3508; Bill passed both houses of the legislature on May 19, 2023, and is awaiting the governor's signature.",5/22/2023
Illinois,Legislation,Product,Bill would require regulators to contract with a multistate chemical data collection entity to implement a publicly accessible database of products containing intentionally added PFAS. Bill would also require manufacturers to report to the database with certain exceptions.,Pending,,Bill,https://www.ilga.gov/legislation/BillStatus.asp?DocNum=3092&GAID=17&DocTypeID=HB&LegId=148246&SessionID=112&GA=103,Bill,"<a href=""https://www.ilga.gov/legislation/BillStatus.asp?DocNum=3092&GAID=17&DocTypeID=HB&LegId=148246&SessionID=112&GA=103"" target=""_blank"" rel=""noopener"">Bill</a>",HB 3092,2/27/2023
Illinois,Legislation,Product,Bill would establish a take-back program for local fire departments that use and store PFAS-containing firefighting foam.,Pending,,Bill,https://www.ilga.gov/legislation/BillStatus.asp?DocNum=3128&GAID=17&DocTypeID=HB&LegId=148282&SessionID=112&GA=103,Bill,"<a href=""https://www.ilga.gov/legislation/BillStatus.asp?DocNum=3128&GAID=17&DocTypeID=HB&LegId=148282&SessionID=112&GA=103"" target=""_blank"" rel=""noopener"">Bill</a>",HB 3128,2/27/2023
Illinois,Legislation,Product,Bill would allow the state Environmental Protection Agency to create a take-back program for local fire departments that use and store older firefighting foam made with PFAS.,Pending,,Bill,https://www.ilga.gov/legislation/BillStatus.asp?DocNum=1927&GAID=17&DocTypeID=SB&LegId=146786&SessionID=112&GA=103,Bill,"<a href=""https://www.ilga.gov/legislation/BillStatus.asp?DocNum=1927&GAID=17&DocTypeID=SB&LegId=146786&SessionID=112&GA=103"" target=""_blank"" rel=""noopener"">Bill</a>",SB 1927,2/14/2023
Illinois,Legislation,Product,"Bill would ban the inclusion of certain chemicals, including several PFAS, in cosmetics.",Pending,,Bill,https://www.ilga.gov/legislation/BillStatus.asp?DocNum=1282&GAID=17&DocTypeID=HB&LegId=143392&SessionID=112&GA=103,Bill,"<a href=""https://www.ilga.gov/legislation/BillStatus.asp?DocNum=1282&GAID=17&DocTypeID=HB&LegId=143392&SessionID=112&GA=103"" target=""_blank"" rel=""noopener"">Bill</a>",HB 1282,1/26/2023
Illinois,Legislation,Environment,Bill would provide that the disposal by incineration of aqueous film-forming foam that contains any PFAS is prohibited. ,Pending,,Bill,https://ilga.gov/legislation/BillStatus.asp?DocNum=3190&GAID=16&DocTypeID=HB&LegId=132115&SessionID=110&GA=102,Bill,"<a href=""https://ilga.gov/legislation/BillStatus.asp?DocNum=3190&GAID=16&DocTypeID=HB&LegId=132115&SessionID=110&GA=102"" target=""_blank"" rel=""noopener"">Bill</a>","HB 3190; Both houses of the legislatures unanimously approved the legislation but it was vetoed in full by the governor on August 24, 2021, and it did not become law.",8/5/2022
Illinois,Legislation,Environment,Prohibits the disposal by incineration of any perfluoroalkyl and polyfluoroalkyl substance.,In effect,6/8/2022,Law,https://www.ilga.gov/legislation/BillStatus.asp?DocNum=4818&GAID=16&DocTypeID=HB&LegId=139278&SessionID=110&GA=102,Law,"<a href=""https://www.ilga.gov/legislation/BillStatus.asp?DocNum=4818&GAID=16&DocTypeID=HB&LegId=139278&SessionID=110&GA=102"" target=""_blank"" rel=""noopener"">Law</a>","HB 4818; Signed into law on June 8, 2022.",6/9/2022
Illinois,Legislation,Product,"Limits the use of Class B PFAS-containing firefighting foams for testing or training beginning Jan. 1, 2022. Prohibits the manufacture, use, and sale of such foams beginning on Jan. 1, 2025. ",In effect,1/1/2022,Law,https://ilga.gov/legislation/billstatus.asp?DocNum=561&GAID=16&GA=102&DocTypeID=SB&LegID=133149&SessionID=110,Law,"<a href=""https://ilga.gov/legislation/billstatus.asp?DocNum=561&GAID=16&GA=102&DocTypeID=SB&LegID=133149&SessionID=110"" target=""_blank"" rel=""noopener"">Law</a>",SB 561,1/3/2022
Illinois,Proposed Action,Environment,Proposed rule woud amend environmental laboratory provisions to incorporate by reference the EPA PFAS Drinking Water Laboratory Methods.,Pending,,Proposed Rule,http://ilsos.net/departments/index/register/volume45/register_volume45_issue_34.pdf,Proposed Rule,"<a href=""http://ilsos.net/departments/index/register/volume45/register_volume45_issue_34.pdf"" target=""_blank"" rel=""noopener"">Proposed Rule</a>",,8/30/2021
